date,RefSt,Sensor_O3,Temp,RelHum,Sensor_NO2,Sensor_NO,Sensor_SO2
2017-08-19T18:00,83.0,3106993,26.0,32.0,3.0,1.0,1.0
2017-08-19T19:00,76.0,2787190,24.0,43.87,2.0,1.0,1.0
2017-08-19T20:00,70.0,2645567,23.27,47.07,4.0,1.0,1.0
2017-08-19T21:00,63.0,2413440,23.0,48.43,4.0,2.0,1.0
2017-08-19T22:00,57.0,2193840,22.27,52.07,3.0,1.0,1.0
2017-08-19T23:00,54.0,1896960,22.0,54.0,3.0,1.0,1.0
2017-08-20T00:00,45.0,1877750,22.0,56.77,3.0,1.0,1.0
2017-08-20T02:00,47.0,1351700,22.0,59.0,4.0,1.0,1.0
2017-08-20T03:00,42.0,1472837,21.0,59.53,3.0,1.0,1.0
2017-08-20T04:00,31.0,1220603,20.63,60.7,2.0,1.0,1.0
2017-08-20T05:00,35.0,759177,20.1,65.9,3.0,1.0,1.0
2017-08-20T06:00,35.0,852930,21.0,62.23,4.0,1.0,1.0
2017-08-20T07:00,41.0,835950,25.37,45.3,4.0,1.0,1.0
2017-08-20T08:00,60.0,1168810,27.53,31.9,3.0,1.0,1.0
2017-08-20T09:00,73.0,2683457,29.07,30.33,2.0,3.0,1.0
2017-08-20T10:00,79.0,3069680,28.63,30.5,1.0,2.0,1.0
2017-08-20T11:00,84.0,2922980,31.9,28.87,1.0,1.0,1.0
2017-08-20T12:00,87.0,3398907,33.97,27.9,1.0,1.0,1.0
2017-08-20T13:00,91.0,3708930,36.4,26.5,1.0,1.0,1.0
2017-08-20T14:00,106.0,4027013,33.4,28.1,1.0,1.0,1.0
2017-08-20T15:00,104.0,3865427,30.73,29.5,1.0,1.0,1.0
2017-08-20T16:00,99.0,3600083,29.87,29.93,1.0,1.0,1.0
2017-08-20T17:00,92.0,3601713,27.7,31.0,2.0,1.0,1.0
2017-08-20T18:00,90.0,3024834,28.0,30.69,1.0,2.0,1.0
2017-08-20T19:00,78.0,3236290,24.17,33.5,1.0,1.0,1.0
2017-08-20T20:00,66.0,2805917,23.0,46.3,3.0,1.0,1.0
2017-08-20T21:00,55.0,2194317,22.0,51.9,4.0,1.0,1.0
2017-08-20T22:00,43.0,1636983,21.0,58.83,5.0,1.0,1.0
2017-08-20T23:00,31.0,1173623,20.03,62.1,5.0,1.0,1.0
2017-08-21T00:00,25.0,710590,19.4,61.87,6.0,1.0,1.0
2017-08-21T02:00,20.0,471873,18.23,66.77,7.0,1.0,1.0
2017-08-21T03:00,7.0,386700,19.0,64.37,6.0,1.0,1.0
2017-08-21T04:00,4.0,343940,18.0,66.6,6.0,1.0,1.0
2017-08-21T05:00,13.0,335653,18.2,67.73,8.0,1.0,1.0
2017-08-21T06:00,12.0,439057,19.0,55.73,11.0,2.0,1.0
2017-08-21T07:00,39.0,583007,20.47,51.53,8.0,2.0,1.0
2017-08-21T08:00,40.0,1000520,22.83,47.23,8.0,2.0,1.0
2017-08-21T09:00,54.0,1178317,26.17,31.86,4.0,1.0,1.0
2017-08-21T10:00,86.0,2203070,28.07,30.83,4.0,2.0,1.0
2017-08-21T11:00,94.0,3407057,35.03,27.27,3.0,1.0,1.0
2017-08-21T12:00,95.0,3679403,36.53,26.6,2.0,1.0,2.0
2017-08-21T13:00,102.0,3551447,38.53,25.53,1.0,1.0,2.0
2017-08-21T14:00,104.0,3743980,40.03,24.63,1.0,1.0,2.0
2017-08-21T15:00,137.0,4059163,35.57,26.9,1.0,2.0,1.0
2017-08-21T16:00,130.0,4083257,31.73,29.0,2.0,1.0,2.0
2017-08-21T17:00,122.0,4299177,29.6,30.0,4.0,1.0,2.0
2017-08-21T18:00,103.0,3876013,27.67,31.0,4.0,1.0,1.0
2017-08-21T19:00,81.0,3362593,24.27,40.63,3.0,2.0,2.0
2017-08-21T20:00,76.0,2651240,23.33,47.03,4.0,1.0,2.0
2017-08-21T21:00,63.0,2257017,23.0,48.03,5.0,1.0,1.0
2017-08-21T22:00,52.0,1970687,22.0,50.83,5.0,1.0,1.0
2017-08-21T23:00,41.0,1128437,21.23,51.5,6.0,1.0,1.0
2017-08-22T00:00,36.0,680477,21.0,49.8,7.0,1.0,1.0
2017-08-22T02:00,22.0,613550,19.87,50.77,6.0,1.0,1.0
2017-08-22T03:00,19.0,469273,19.0,60.8,5.0,1.0,1.0
2017-08-22T04:00,9.0,390813,18.27,66.6,8.0,1.0,1.0
2017-08-22T05:00,3.0,336637,18.0,68.4,7.0,2.0,1.0
2017-08-22T06:00,9.0,306113,20.13,68.17,11.0,2.0,1.0
2017-08-22T07:00,18.0,369593,26.5,31.6,13.0,5.0,1.0
2017-08-22T08:00,39.0,438620,25.1,33.8,11.0,5.0,1.0
2017-08-22T09:00,75.0,1129413,28.9,30.33,9.0,5.0,1.0
2017-08-22T10:00,101.0,2094353,30.77,29.4,8.0,3.0,1.0
2017-08-22T11:00,88.0,2899117,38.2,25.77,5.0,2.0,1.0
2017-08-22T12:00,108.0,3144153,38.53,25.47,2.0,1.0,1.0
2017-08-22T13:00,133.0,4444603,38.13,25.8,1.0,1.0,1.0
2017-08-22T14:00,150.0,4610770,38.67,25.3,2.0,1.0,1.0
2017-08-22T15:00,130.0,4054857,34.73,27.47,3.0,1.0,1.0
2017-08-22T16:00,110.0,3482100,32.83,28.17,3.0,1.0,1.0
2017-08-22T17:00,93.0,3175270,31.0,29.0,4.0,1.0,1.0
2017-08-22T18:00,82.0,2853353,29.2,30.1,5.0,1.0,1.0
2017-08-22T19:00,67.0,2295140,26.27,31.73,6.0,1.0,1.0
2017-08-22T20:00,67.0,2023497,24.97,32.03,8.0,1.0,1.0
2017-08-22T21:00,64.0,2155260,24.0,33.0,9.0,1.0,1.0
2017-08-22T22:00,52.0,1921410,23.97,33.0,9.0,1.0,1.0
2017-08-22T23:00,45.0,1027577,22.6,33.4,7.0,1.0,1.0
2017-08-23T00:00,33.0,786387,21.0,37.0,7.0,1.0,1.0
2017-08-23T02:00,19.0,474780,20.13,46.57,8.0,1.0,1.0
2017-08-23T03:00,20.0,402777,19.23,43.2,9.0,1.0,1.0
2017-08-23T04:00,19.0,400557,19.0,37.27,11.0,1.0,1.0
2017-08-23T05:00,9.0,360723,19.0,47.0,9.0,1.0,1.0
2017-08-23T06:00,7.0,318927,19.5,44.47,11.0,1.0,1.0
2017-08-23T07:00,20.0,314943,27.23,31.27,16.0,3.0,1.0
2017-08-23T08:00,43.0,481127,26.07,31.8,16.0,10.0,1.0
2017-08-23T14:00,114.0,4697317,37.47,26.0,10.0,1.0,1.0
2017-08-23T15:00,110.0,5079237,34.87,27.3,9.0,1.0,1.0
2017-08-23T16:00,112.0,4514743,34.1,27.83,12.0,1.0,1.0
2017-08-23T17:00,107.0,4455523,32.17,28.67,11.0,1.0,1.0
2017-08-23T18:00,92.0,4379447,29.5,30.0,12.0,1.0,1.0
2017-08-23T19:00,79.0,3495170,27.07,31.0,16.0,1.0,1.0
2017-08-23T20:00,71.0,2552163,26.3,31.7,18.0,1.0,1.0
2017-08-23T21:00,55.0,1939210,25.03,32.0,22.0,1.0,1.0
2017-08-23T22:00,47.0,1068363,24.0,33.0,24.0,1.0,1.0
2017-08-23T23:00,48.0,689230,23.0,33.0,22.0,1.0,1.0
2017-08-24T00:00,30.0,953343,21.67,34.0,21.0,1.0,1.0
2017-08-24T02:00,28.0,511413,21.0,34.0,22.0,1.0,2.0
2017-08-24T03:00,26.0,419130,21.0,34.0,21.0,1.0,4.0
2017-08-24T04:00,19.0,407353,21.0,34.0,19.0,1.0,4.0
2017-08-24T05:00,6.0,362750,19.1,35.0,20.0,1.0,3.0
2017-08-24T06:00,13.0,297167,20.33,34.67,24.0,1.0,3.0
2017-08-24T07:00,31.0,340963,21.17,34.0,32.0,7.0,4.0
2017-08-24T08:00,55.0,422947,22.93,33.3,30.0,7.0,5.0
2017-08-24T09:00,73.0,753370,30.3,29.6,28.0,6.0,5.0
2017-08-24T10:00,100.0,2605157,30.93,29.2,22.0,5.0,5.0
2017-08-24T11:00,102.0,3052590,37.97,25.67,13.0,2.0,6.0
2017-08-24T12:00,103.0,3799213,37.37,25.97,9.0,1.0,6.0
2017-08-24T13:00,114.0,3823717,40.17,24.63,6.0,1.0,5.0
2017-08-24T14:00,133.0,4408913,38.07,25.63,5.0,1.0,5.0
2017-08-24T15:00,149.0,4929420,35.9,26.6,7.0,1.0,4.0
2017-08-24T16:00,125.0,4543180,33.6,28.0,9.0,1.0,5.0
2017-08-24T17:00,103.0,3976237,31.37,29.0,13.0,1.0,5.0
2017-08-24T18:00,84.0,3213123,29.7,30.0,13.0,1.0,5.0
2017-08-24T19:00,71.0,2713840,26.43,31.57,14.0,1.0,5.0
2017-08-24T20:00,55.0,1763717,25.0,32.0,17.0,1.0,4.0
2017-08-24T21:00,46.0,774803,24.0,33.0,22.0,1.0,6.0
2017-08-24T22:00,37.0,634280,22.0,34.0,24.0,1.0,6.0
2017-08-24T23:00,27.0,506610,20.83,34.27,24.0,1.0,6.0
2017-08-25T00:00,25.0,410677,19.6,35.0,21.0,1.0,5.0
2017-08-25T02:00,20.0,410440,18.0,36.0,23.0,1.0,2.0
2017-08-25T03:00,16.0,398997,17.8,36.13,21.0,1.0,1.0
2017-08-25T04:00,9.0,370140,16.03,50.23,20.0,1.0,1.0
2017-08-25T05:00,4.0,321497,16.0,52.0,21.0,1.0,1.0
2017-08-25T06:00,9.0,311660,17.33,44.63,29.0,2.0,1.0
2017-08-25T07:00,17.0,347373,22.83,33.3,32.0,7.0,1.0
2017-08-25T08:00,29.0,389880,22.0,34.0,26.0,11.0,1.0
2017-08-25T09:00,54.0,654483,29.13,30.37,27.0,11.0,2.0
2017-08-25T10:00,96.0,2259330,31.07,29.2,25.0,8.0,3.0
2017-08-25T11:00,93.0,3401343,38.57,25.43,16.0,3.0,2.0
2017-08-25T12:00,93.0,3688597,38.13,25.67,8.0,1.0,2.0
2017-08-25T13:00,103.0,4319767,37.1,26.17,7.0,1.0,2.0
2017-08-25T14:00,119.0,4837183,38.67,25.33,7.0,2.0,2.0
2017-08-25T15:00,107.0,4105427,35.13,27.37,7.0,1.0,1.0
2017-08-25T16:00,98.0,3950693,33.43,28.0,8.0,1.0,1.0
2017-08-25T17:00,92.0,3938993,31.9,29.0,7.0,1.0,1.0
2017-08-25T18:00,81.0,3660453,29.73,30.0,8.0,1.0,1.0
2017-08-25T19:00,70.0,2495230,26.97,31.33,10.0,1.0,1.0
2017-08-25T20:00,68.0,2418037,24.57,32.43,17.0,1.0,1.0
2017-08-25T21:00,56.0,1409107,24.0,33.0,18.0,1.0,3.0
2017-08-25T22:00,40.0,1108507,23.1,33.0,17.0,1.0,2.0
2017-08-25T23:00,39.0,434637,22.0,34.0,16.0,1.0,2.0
2017-08-26T00:00,37.0,633453,21.0,34.0,27.0,1.0,2.0
2017-08-26T02:00,28.0,406050,19.83,35.0,15.0,1.0,4.0
2017-08-26T03:00,22.0,391347,19.0,45.4,17.0,1.0,6.0
2017-08-26T04:00,13.0,485183,19.0,35.0,15.0,1.0,5.0
2017-08-26T05:00,10.0,325063,18.0,51.0,15.0,1.0,5.0
2017-08-26T06:00,14.0,302669,18.0,52.97,20.0,1.0,4.0
2017-08-26T07:00,27.0,368567,25.13,32.27,23.0,3.0,4.0
2017-08-26T08:00,44.0,533813,24.03,32.97,22.0,5.0,5.0
2017-08-26T09:00,77.0,1156647,30.8,29.43,19.0,4.0,9.0
2017-08-26T10:00,92.0,2429220,30.8,29.33,14.0,3.0,8.0
2017-08-26T11:00,100.0,3627727,39.2,25.03,10.0,1.0,6.0
2017-08-26T12:00,101.0,3744100,40.83,24.23,4.0,1.0,6.0
2017-08-26T13:00,103.0,3487920,41.33,24.03,5.0,1.0,6.0
2017-08-26T14:00,112.0,3662073,38.33,25.63,5.0,1.0,5.0
2017-08-26T15:00,111.0,3221400,36.47,26.43,4.0,7.0,5.0
2017-08-26T16:00,104.0,3025273,35.93,27.0,5.0,1.0,5.0
2017-08-26T17:00,98.0,3083003,33.47,28.0,5.0,1.0,5.0
2017-08-26T18:00,83.0,2775587,29.53,30.0,6.0,1.0,4.0
2017-08-26T19:00,73.0,2287267,27.07,31.0,7.0,1.0,5.0
2017-08-26T20:00,68.0,2049093,25.63,32.0,10.0,1.0,6.0
2017-08-26T21:00,58.0,1672677,24.0,33.0,9.0,1.0,6.0
2017-08-26T22:00,49.0,1294580,24.0,33.0,10.0,1.0,6.0
2017-08-26T23:00,37.0,700630,23.67,33.0,10.0,1.0,6.0
2017-08-27T00:00,33.0,500220,22.0,34.0,13.0,1.0,6.0
2017-08-27T02:00,25.0,366257,21.0,40.17,12.0,1.0,3.0
2017-08-27T03:00,17.0,366113,21.0,48.47,15.0,1.0,3.0
2017-08-27T04:00,19.0,397827,21.0,38.23,15.0,1.0,3.0
2017-08-27T05:00,11.0,323680,20.03,53.93,14.0,1.0,3.0
2017-08-27T06:00,14.0,294817,20.47,51.17,14.0,1.0,3.0
2017-08-27T07:00,27.0,320260,23.37,35.53,17.0,1.0,2.0
2017-08-27T08:00,43.0,441273,25.3,32.0,13.0,3.0,3.0
2017-08-27T09:00,82.0,1025237,33.13,28.27,11.0,2.0,4.0
2017-08-27T10:00,85.0,2192793,33.4,28.0,10.0,2.0,4.0
2017-08-27T11:00,97.0,2322203,37.9,25.8,6.0,1.0,5.0
2017-08-27T12:00,99.0,2358317,39.07,25.23,5.0,1.0,5.0
2017-08-27T13:00,97.0,2499447,41.63,24.0,5.0,1.0,4.0
2017-08-27T14:00,103.0,2667873,41.1,24.23,4.0,1.0,5.0
2017-08-27T15:00,110.0,3231620,38.67,25.3,4.0,1.0,4.0
2017-08-27T16:00,99.0,3361052,32.59,28.41,4.0,1.0,4.0
2017-08-27T17:00,92.0,3363370,30.13,29.87,5.0,1.0,2.0
2017-08-27T18:00,84.0,2565347,27.47,31.0,7.0,1.0,2.0
2017-08-27T19:00,74.0,2077510,26.83,31.17,8.0,1.0,3.0
2017-08-27T20:00,63.0,1404210,26.0,32.0,11.0,1.0,3.0
2017-08-27T21:00,52.0,1295017,25.0,34.6,13.0,1.0,4.0
2017-08-27T22:00,53.0,851620,25.0,32.0,12.0,1.0,3.0
2017-08-27T23:00,42.0,825383,24.0,33.33,15.0,1.0,3.0
2017-08-28T00:00,32.0,827483,24.0,35.53,12.0,1.0,3.0
2017-08-28T02:00,22.0,387027,21.0,51.0,12.0,1.0,3.0
2017-08-28T03:00,17.0,375390,20.67,51.63,14.0,1.0,4.0
2017-08-28T04:00,11.0,331003,20.0,54.0,14.0,1.0,3.0
2017-08-28T05:00,4.0,309430,19.47,52.53,18.0,1.0,4.0
2017-08-28T06:00,7.0,279647,19.93,58.37,21.0,2.0,3.0
2017-08-28T07:00,18.0,313810,26.0,32.17,25.0,7.0,4.0
2017-08-28T08:00,34.0,332383,25.2,32.27,20.0,9.0,5.0
2017-08-28T09:00,67.0,697333,32.37,28.57,19.0,8.0,4.0
2017-08-28T10:00,90.0,1600607,32.43,28.63,18.0,5.0,6.0
2017-08-28T11:00,100.0,2718863,38.73,25.4,11.0,2.0,6.0
2017-08-28T12:00,93.0,3188113,41.5,24.07,8.0,1.0,5.0
2017-08-28T13:00,83.0,3061353,42.2,23.7,7.0,1.0,5.0
2017-08-28T14:00,96.0,3293800,41.87,23.93,4.0,1.0,4.0
2017-08-28T15:00,112.0,3424077,38.07,25.7,5.0,1.0,3.0
2017-08-28T16:00,87.0,3157777,35.8,27.0,8.0,1.0,3.0
2017-08-28T17:00,94.0,2772773,31.4,29.0,8.0,1.0,4.0
2017-08-28T18:00,79.0,2437577,29.33,30.07,10.0,1.0,3.0
2017-08-28T19:00,70.0,2095547,26.2,31.8,14.0,1.0,4.0
2017-08-28T20:00,69.0,1783577,25.2,32.0,14.0,1.0,4.0
2017-08-28T21:00,60.0,1470900,26.0,32.0,16.0,1.0,5.0
2017-08-28T22:00,52.0,802530,25.13,32.0,14.0,1.0,5.0
2017-08-28T23:00,46.0,615690,25.0,32.0,15.0,1.0,3.0
2017-08-29T00:00,43.0,668220,24.23,32.77,12.0,1.0,3.0
2017-08-29T02:00,21.0,433853,22.0,38.33,13.0,1.0,3.0
2017-08-29T03:00,23.0,335173,21.9,34.0,12.0,1.0,3.0
2017-08-29T04:00,15.0,321447,21.0,42.4,15.0,1.0,3.0
2017-08-29T05:00,9.0,298077,20.5,44.03,17.0,1.0,3.0
2017-08-29T06:00,9.0,325450,20.8,34.67,21.0,1.0,2.0
2017-08-29T07:00,26.0,302523,27.07,31.17,27.0,4.0,2.0
2017-08-29T08:00,49.0,452493,25.77,31.93,28.0,11.0,3.0
2017-08-29T09:00,74.0,1314307,33.43,28.1,20.0,6.0,4.0
2017-08-29T10:00,85.0,2240800,31.7,28.93,15.0,3.0,4.0
2017-08-29T11:00,86.0,2767647,34.97,27.27,11.0,2.0,4.0
2017-08-29T12:00,89.0,3081637,34.57,27.43,5.0,1.0,3.0
2017-08-29T13:00,88.0,3366020,34.03,27.73,6.0,1.0,2.0
2017-08-29T14:00,93.0,3351193,32.07,28.63,6.0,1.0,2.0
2017-08-29T15:00,97.0,3589353,31.73,29.0,7.0,1.0,2.0
2017-08-29T16:00,85.0,3611527,30.0,30.0,6.0,1.0,3.0
2017-08-29T17:00,86.0,3445757,29.17,30.23,8.0,1.0,4.0
2017-08-29T18:00,82.0,3470717,26.93,31.07,10.0,1.0,3.0
2017-08-29T19:00,61.0,3263573,24.37,32.63,10.0,1.0,3.0
2017-08-29T21:00,46.0,1096397,24.0,33.0,23.0,1.0,4.0
2017-08-29T22:00,42.0,878000,22.5,33.5,16.0,1.0,3.0
2017-08-29T23:00,40.0,764780,21.73,34.0,14.0,1.0,2.0
2017-08-30T00:00,41.0,547720,20.63,34.37,13.0,1.0,2.0
2017-08-30T02:00,23.0,453897,19.03,35.0,13.0,1.0,2.0
2017-08-30T03:00,37.0,444887,19.0,35.0,14.0,1.0,1.0
2017-08-30T04:00,59.0,1076460,20.07,34.93,13.0,1.0,2.0
2017-08-30T05:00,34.0,1254387,19.67,35.0,10.0,1.0,2.0
2017-08-30T06:00,54.0,1767823,20.0,35.0,10.0,1.0,1.0
2017-08-30T07:00,50.0,1517240,21.1,34.03,15.0,1.0,1.0
2017-08-30T08:00,59.0,1244717,23.93,32.97,13.0,1.0,1.0
2017-08-30T09:00,61.0,1840367,24.03,32.83,13.0,2.0,1.0
2017-08-30T10:00,78.0,1295377,27.87,30.7,9.0,1.0,1.0
2017-08-30T11:00,94.0,2754483,32.43,28.5,11.0,3.0,1.0
2017-08-30T12:00,97.0,3827737,31.73,28.93,9.0,3.0,1.0
2017-08-30T13:00,98.0,3719633,31.5,28.97,4.0,1.0,1.0
2017-08-30T14:00,100.0,3693447,30.6,29.57,5.0,1.0,1.0
2017-08-30T15:00,92.0,3848993,29.7,30.0,6.0,1.0,1.0
2017-08-30T16:00,88.0,4011563,28.0,31.0,6.0,1.0,1.0
2017-08-30T17:00,88.0,4246530,27.03,31.0,5.0,1.0,1.0
2017-08-30T18:00,83.0,3814657,25.8,32.0,8.0,1.0,1.0
2017-08-30T19:00,80.0,4140247,24.0,33.0,8.0,1.0,1.0
2017-08-30T20:00,77.0,3324997,23.43,33.0,9.0,1.0,1.0
2017-08-30T21:00,71.0,3048540,22.0,34.0,10.0,1.0,1.0
2017-08-30T22:00,61.0,2218647,21.0,34.0,10.0,1.0,1.0
2017-08-30T23:00,51.0,1104230,21.0,34.0,10.0,1.0,1.0
2017-08-31T00:00,57.0,1444517,20.87,34.13,11.0,1.0,1.0
2017-08-31T02:00,41.0,909130,20.2,34.8,10.0,1.0,1.0
2017-08-31T03:00,25.0,581240,20.0,35.0,10.0,1.0,1.0
2017-08-31T04:00,17.0,419217,19.0,39.17,11.0,1.0,1.0
2017-08-31T05:00,15.0,346620,18.9,51.97,17.0,1.0,1.0
2017-08-31T06:00,9.0,347527,19.0,53.6,21.0,1.0,1.0
2017-08-31T07:00,18.0,342043,19.77,52.0,24.0,3.0,1.0
2017-08-31T08:00,27.0,408993,18.27,54.83,25.0,5.0,2.0
2017-08-31T09:00,51.0,892180,25.03,45.8,19.0,3.0,2.0
2017-08-31T10:00,49.0,1584863,23.63,39.93,12.0,3.0,1.0
2017-08-31T11:00,38.0,1093230,21.13,48.37,9.0,2.0,2.0
2017-08-31T12:00,57.0,958503,22.83,46.1,14.0,1.0,1.0
2017-08-31T14:00,68.0,2566610,24.97,32.27,10.0,2.0,1.0
2017-08-31T15:00,67.0,2429243,26.3,31.47,7.0,1.0,1.0
2017-08-31T16:00,59.0,2569441,22.83,33.41,8.0,1.0,1.0
2017-08-31T17:00,47.0,2248717,19.73,46.77,9.0,1.0,1.0
2017-08-31T18:00,39.0,2117557,18.0,55.03,11.0,2.0,1.0
2017-08-31T19:00,32.0,1611277,17.13,66.87,12.0,1.0,1.0
2017-08-31T20:00,31.0,1061287,18.0,67.0,13.0,1.0,1.0
2017-08-31T21:00,28.0,1335763,17.0,67.63,17.0,1.0,1.0
2017-08-31T22:00,16.0,696017,16.2,70.33,14.0,1.0,1.0
2017-08-31T23:00,18.0,481260,16.73,70.67,11.0,1.0,1.0
